project,scientific.name,spp,tree,date,loc,easting,northing,dbh.in,H.taped,R.Rating,F.Class,CrClass,Cwide,C90,Cdiam,Carea,CI,dFirstLiveBr.in,Ht.FirstLiveBr.ft,DLB.in,HtoLB.ft,st.sg.tree,st.sg.wood,st.sg.bark,dbh.sg.tree,dbh.sg.wood,dbh.sg.bark,br.sg.tree,br.sg.wood,br.sg.bark,DWdombark.lb,DWdomwood.lb,DW.to.bh.lb,DWbrbark.lb,DWbrwood.lb,DWlf.lb,sbr.DWlf.lb,DWsmbrwood.lb,DWsmbrlf.lb,DW.livebrwood.lb,DW.livebrbark.lb,DW.deadbrwood.lb,DW.deadbrbark.lb,DWmiscbrwood.lb,DWmiscbrlf.lb,DWtot.lb,DWtotWOleaf.lb,DW.tofbranch,DW.totbranch,DW.dom.above.fbranch.lb,DW.all.above.fbranch.lb,diam.at.first.branch,diam.at.first.branch2,DSH.cm,rot.index,MP,MS,BP,BS,LBT,MBT,MFT,group,spp.FIA,SPCD,Habitat,NOTES
TRC Cottonwood,Populus deltoides,CW,9,7/17/2019,TRC,707393,4728217,2.8,20.5,1,1,S,12.4,6,9.2,74.5,2.20616322,0.7,10.4,0.9,12.4,0.422006876,0.439921294,0.386312589,0.3872,0.399,0.3657,0.50551158,0.504366383,0.513512112,3.942127882,7.972851775,5.30387938,0.785691115,1.01384203,0.498736126,0.498736126,0,0,1.01384203,0.785691115,0,0,0,0,14.21324893,13.7145128,10.09810043,2.298269271,1.816879224,4.115148495,1.8,0.2,8.3,0,0,0,0,0,0,0_0,0_0_0_0,H,CW,742,Rural,
TRC Cottonwood,Populus deltoides,CW,10,7/11/2019,TRC,707386,4728220,8.1,63.4,1,1,C,15.9,14.4,15.2,180.7,0.487507501,1.3,18.5,2.5,42,0.358081246,0.34992363,0.388077276,0.3212,0.3141,0.3534,0.417875801,0.44705128,0.422978517,48.14839679,179.407767,34.50033821,8.557649342,16.50338022,5.365968446,5.365968446,0,0,13.65264263,7.098195916,2.850737581,1.459453426,0,0,257.9831618,252.6171934,126.1598345,30.426998,101.3963293,131.8233273,6.1,5.5,23.8,0,1,0,0,0,0,0_0,1_0_0_0,H,CW,742,Rural,
TRC Cottonwood,Populus deltoides,CW,11,7/11/2019,TRC,707504,4728230,6.4,48.6,1,1,I,29.8,22.9,26.4,554.7,0.146074546,1.1,13,1.9,35,0.346303922,0.368903858,0.274621948,0.3198,0.364,0.1968,0.430274601,0.416325756,0.416272219,19.83592848,92.40805984,21.39774592,6.358283584,11.23746437,6.209634774,6.209634774,0,0,11.23746437,6.358283584,0,0,0,0,136.049371,129.8397363,55.87250819,23.80538272,56.37148013,80.17686285,5.2,4.8,19,0.024992816,1,0,0,0,0,0_0,1_0_0_0,H,CW,742,Rural,
Rural,Larix laricina,EL,1,8/29/2016,MC,715467,4667753,4,30,1,1,D,13.9,11.3,12.6,126,0.269826033,1.2,6.2,1.1,6.3,0.496191544,0.504240086,0.464109166,0.4997,0.5175,0.4258,,,,7.421554461,33.20996757,13.92759224,6.137881067,23.9690122,5.669695864,5.622383895,,,15.50594372,6.137881067,8.46306848,0,0.127573076,0.047311969,76.53568423,70.86598837,18.77133772,35.95147417,21.81287234,57.76434651,3.7,1.4,14.4,0,0,0,0,0,0,0_0,0_0_0_0,S,EL,71,Rural,
Rural,Larix laricina,EL,2,9/13/2016,MC,715474,4667750,7.7,43.8,1,1,D,18.7,17.8,18.2,261.7,0.204262314,2.1,2.5,2.6,12.1,0.555942964,0.570449803,0.484970621,0.5491,0.56,0.4828,0.612026424,0.572426622,0.79073395,32.93565817,193.3216446,66.70312459,51.74678548,124.1212332,14.53683933,14.01635111,,,104.1886925,45.92435282,19.93254072,5.822432654,3.049564341,0.520488219,419.7117252,405.1748859,48.13133835,193.9749106,177.6054763,371.5803869,6.1,6.1,31.2,0,1,0,0,0,0,0_0,1_0_0_0,S,EL,71,Rural,
Rural,Larix laricina,EL,3,9/6/2016,MC,715475,4667766,9.1,56,1,1,C,17.8,19.9,18.9,279.9,0.39522446,2,18,2.2,24.3,0.51667658,0.519041731,0.500471395,0.5207,0.5187,0.5375,0.549056918,0.55851866,0.532939068,47.1669847,322.0375882,67.74281116,47.71741355,104.5911855,14.44928997,13.58679582,,,80.60314976,37.76538832,23.98803576,9.952025224,5.696141551,0.862494153,541.6586035,527.2093135,234.8867089,173.3165247,133.4553698,306.7718946,7.2,7.1,30.1,0,1,1,0,0,0,0_0,1_1_0_0,S,EL,71,Rural,
Rural,Larix laricina,EL,4,9/7/2016,MC,715466,4667754,2.1,17,1,1,I,8.2,7.6,7.9,49.1,0.832230205,0.7,2.5,0.7,6.2,0.540282359,0.5261395,0.612365114,0.5578,0.5442,0.6261,,,,1.664725057,5.999423681,3.656453276,1.254087578,3.753128741,1.566480844,1.566480844,,,3.168163604,1.254087578,0.584965138,0,0,0,14.2378459,12.67136506,2.494627023,6.573697163,5.169521714,11.74321888,1.3,1.3,6.4,0,0,0,0,0,0,0_0,0_0_0_0,S,EL,71,Rural,
Rural,Larix laricina,EL,5,9/12/2016,MC,715470,4667786,11.1,51.7,1,1,D,27.3,26.6,27,570.5,0.163724315,2.6,10,2.8,22.6,0.497494713,0.489310191,0.578858948,0.5185,0.5149,0.5533,0.567938194,0.546069771,0.706524904,55.25449474,382.9529473,99.56015931,124.28793,420.613852,18.95925417,17.21471904,,,315.1134713,100.6552558,105.5003807,23.63267425,15.04222263,1.744535124,1017.110701,998.1514467,202.7351026,580.6477939,233.7278043,814.3755982,9.2,7.7,40.4,0,1,1,0,0,0,0_0,1_1_0_0,S,EL,71,Rural,
Rural,Larix laricina,EL,6,9/13/2016,MC,715470,4667766,5.3,42.3,1,1,C,16.2,13.2,14.7,171.5,0.401985622,1,6.2,1,13.8,0.479898647,0.490083098,0.420915627,0.5362,0.5537,0.4362,0.570816684,0.508941724,0.76707557,10.88044281,72.72970341,20.7517289,21.94977755,51.10237321,8.942238639,8.804159565,,,46.19281544,21.94977755,4.909557761,0,0.610122462,0.138079074,166.2146581,157.2724194,30.25068093,82.74259093,53.22138621,135.9639771,4.7,2.3,17.5,0,1,0,0,0,0,0_0,1_0_0_0,S,EL,71,Rural,
Urban,Quercus robur,EO,1,3/12/2018,EL,707300,4733193,26.3,41.8,2,2,O,54.5,56.1,55.3,2402.3,0.003312594,7.7,6.8,16.7,7.2,0.647044021,0.652812827,0.626049815,0.6303,0.6592,0.4672,0.593612253,0.596701896,0.585466722,192.2015078,1334.327312,538.3720218,1003.477861,2730.525728,0,0,1.74092421,0,2730.525728,1003.477861,0,0,0,0,5262.273332,5262.273332,986.6749342,3735.744513,539.8538852,4275.598398,21,21,76.6,0.007530204,1,1,1,1,1,1_1,1_1_1_1,H,EO,,Urban,
Urban,Quercus robur,EO,2,3/13/2018,EL,707277,4733190,24.4,43.5,2,2,O,52.6,54.6,53.6,2257.2,0.013998297,8.3,6.7,15,8.3,0.634536552,0.648955653,0.590886348,0.5737,0.5872,0.5144,0.587435837,0.61141005,0.559156792,300.6831911,1454.446748,422.7120465,1002.156967,1978.550554,0,0,0.45948393,0,1977.321092,1001.338045,1.229461945,0.818921569,0,0,4736.296943,4736.296943,838.429862,2981.167005,916.7000766,3897.867081,20.7,20.7,68.3,0,1,1,1,1,1,1_1,1_1_1_1,H,EO,,Urban,
Rural,Celtis occidentalis,HB,1,5/25/2017,NB,596497,4645394,5.1,46,2,1,I,22,17.2,19.6,306.2,0.814746593,1.2,25.6,1.5,32,0.621865114,0.604724548,0.834070985,0.6801,0.6639,0.8633,0.559647862,0.564704599,0.548192184,10.46882519,87.40133884,25.65166899,3.201425456,13.91178584,3.773259368,2.122891331,1.821860777,1.650368037,13.91178584,3.201425456,0,0,0,0,120.5784955,116.8052361,86.08373516,22.70833144,11.78642888,34.49476031,3.2,3.9,18.4,0,1,0,0,0,0,0_0,1_0_0_0,H,HB,462,Rural,
Rural,Celtis occidentalis,HB,2,5/30/2017,NB,596504,4645394,15.7,86.6,2,1,D,42.9,34.7,38.8,1195.6,0.424752842,8.2,39,8.2,39,0.564832576,0.540740915,0.966873648,0.5227,0.4932,1.1602,0.620293737,0.563549209,0.800770991,174.1927181,1456.867252,214.7642917,139.3889367,594.75872,23.10898421,22.37294295,5.001794044,0.705657218,594.2327247,139.2062864,0.525995305,0.182650235,0.973124548,0.030384048,2394.291529,2371.182545,1281.118095,763.2315595,349.9418748,1113.173434,10.2,10.5,54.9,0,1,1,1,0,1,1_0,1_1_1_0,H,HB,462,Rural,
Rural,Celtis occidentalis,HB,3,6/5/2017,NB,596496,4645401,21.4,84.9,2,8,C,43.7,29.7,36.7,1096.3,0.316889623,11.9,5.2,11.9,5.2,0.580415639,0.583494256,0.645548271,0.4707,0.4553,0.7644,0.596796578,0.572490132,0.84010178,186.5642762,1688.677472,373.269055,298.108642,1742.977681,32.24387222,30.80826848,4.22177305,1.421702128,1739.683113,298.108642,3.294567901,0,0.882193604,0.013901609,3953.675911,3921.432038,413.3109813,2078.434162,1461.930767,3540.364929,20.2,20.2,72.6,0.035345633,1,1,1,1,1,1_1,1_1_1_1,H,HB,462,Rural,
Rural,Celtis occidentalis,HB,4,6/6/2017,NB,596488,4645338,13.5,85.5,1,1,C,34.8,41.1,38,1138.9,0.340265583,2.7,30,5.4,54.2,0.646762883,0.630827757,0.902446292,0.5988,0.5884,0.7557,0.614616009,0.622781075,0.595934723,124.8489949,1184.253569,166.0116385,73.69728334,337.3046288,30.99284014,29.46547637,3.150853353,1.526627052,337.0554846,73.6394463,0.249144197,0.057837046,0.009844956,0.000736723,1754.258014,1723.265174,819.9932705,445.1554506,489.1092929,934.2647435,9.7,8.7,48.7,0,1,1,0,0,0,0_0,1_1_0_0,H,HB,462,Rural,
Rural,Celtis occidentalis,HB,5,6/13/2017,NB,596498,4645374,8.8,63.3,2,2,I,28,29.7,28.9,654.3,0.382880905,1.1,19.4,3.4,36.9,0.572225874,0.559851044,0.728714683,0.5644,0.5602,0.6097,0.576996533,0.575507329,0.597316332,36.92848891,317.3210689,65.84465137,22.0382596,121.1273436,19.05162654,16.97058284,7.891764706,2.055882353,116.9984458,21.01076383,4.128897725,1.027495774,0.199764148,0.025161339,524.5583163,505.5066898,213.7892673,170.3087585,140.4602904,310.769049,6.5,5.9,31.4,0,1,0,0,0,0,0_0,1_0_0_0,H,HB,462,Rural,
Rural,Celtis occidentalis,HB,6,6/14/2017,NB,596509,4645381,3.2,31.7,2,2,S,23.1,22.6,22.9,410.1,2.725746693,1.1,12.8,1.1,14.2,0.591778985,0.588444939,0.624851914,0.6287,0.6242,0.6674,0.540588035,0.548417231,0.536054808,3.23080395,26.17875072,9.395854757,2.031308627,8.156291005,2.473455987,1.887518724,0.57461081,0.584187657,7.039974872,1.809805853,1.116316133,0.221502774,0.007618068,0.001749606,42.65283917,40.17938318,22.06481938,13.2432845,7.344735297,20.58801979,2.5,2.2,10.3,0,0,0,0,0,0,0_0,0_0_0_0,H,HB,462,Rural,
Rural,Celtis occidentalis,HB,7,6/14/2017,NB,596264,4645368,2.2,25.3,2,1,S,15.2,6.7,10.9,108.4,1.589169601,1.3,15.4,1.3,15.4,0.547668286,0.543000999,0.590172454,0.5548,0.5356,0.7032,0.511571398,0.511917575,0.524325141,1.85337355,11.49347931,5.377575512,0.540668173,2.312535881,0.550018613,0.391898812,0.115550843,0.158119801,2.312535881,0.540668173,0,0,0,0,16.86562637,16.31560776,12.21796916,3.51877351,1.1288837,4.64765721,1.4,1.3,8.4,0.010575665,0,0,0,0,0,0_0,0_0_0_0,H,HB,462,Rural,
Rural,Celtis occidentalis,HB,8,6/19/2017,NB,596466,4645396,20.1,86.3,4,1,D,39.7,41.5,40.6,1295.3,0.30932337,7,18.8,9.1,41.9,0.558255836,0.540772217,0.851155194,0.5338,0.5176,0.7681,0.625109753,0.61407024,0.752519896,280.4444677,2291.137702,328.0711801,249.9090419,1351.075338,41.64234533,40.48988976,1.412181818,1.008467803,1246.522508,235.0966068,104.5528297,14.8124351,5.559870746,0.143987768,4221.180947,4179.538601,1186.369669,1649.598777,1385.212501,3034.811278,15.9,16.7,67.7,0,1,1,1,0,1,1_0,1_1_1_0,H,HB,462,Rural,
Rural,Celtis occidentalis,HB,9,6/26/2017,NB,596491,4645345,11.2,76.1,2,1,I,33.8,32.9,33.3,873.7,0.356842295,1.5,28.4,5.4,39.4,0.571824386,0.55968883,0.784474277,0.5842,0.579,0.657,0.629916124,0.637101481,0.724963196,64.60315067,664.2231916,111.7083557,47.97755179,258.1816733,23.9908196,22.85001287,4.087083994,1.134706815,258.1816733,47.97755179,0,0,0.078903446,0.006099918,1063.142374,1039.151555,502.2828794,334.3160321,226.5434629,560.859495,8.3,8.2,40.2,0,1,1,1,0,1,1_0,1_1_1_0,H,HB,462,Rural,
Rural,Celtis occidentalis,HB,10,6/27/2017,NB,596517,4645340,10.5,76.3,2,2,I,42.3,36.9,39.6,1237.4,0.314823549,4,22.5,4,36.1,0.605929036,0.604195098,0.671043018,0.5674,0.5588,0.6746,0.598409125,0.601583258,0.634993556,62.9456251,599.8371139,103.1749917,47.36844258,251.6600454,31.9713943,26.01363057,5.965737782,5.925140977,251.6600454,47.36844258,0,0,0.311525776,0.032622751,1000.059885,968.0884906,381.7386699,337.2771458,281.0440692,618.321215,8.1,9,37.4,0,1,1,0,0,0,0_0,1_1_0_0,H,HB,462,Rural,
Rural,Tsuga canadensis,HE,1,12/2/2013,LC,643908,4906931,19.9,78.7,,,C,37.5,32.1,34.8,956.9,0.382639766,2.4,14,2.5,26,0.379514981,0.358940095,0.511106455,0.3826,0.3632,0.4853,0.470217354,0.462324862,0.51670118,371.7811779,1505.823307,220.6967782,35.68903978,160.9803895,222.9135252,173.7744649,,,71.60857974,27.70573579,89.3718098,7.983303982,26.22531936,49.13906037,2323.412759,2100.499234,654.7748609,494.9473343,1173.690564,1668.637898,18.1,18.9,79.6,0,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,2,12/3/2013,LC,643882,4907004,4.9,32.5,,,S,13.1,10.9,12,114,3.941166598,0.8,10,1.1,18,0.473526139,0.429229223,0.69491759,0.4882,0.4423,0.7368,0.464401015,0.479483821,0.421364256,14.17788427,39.77741255,11.95711962,0.644814665,2.678992258,3.036049171,3.036049171,,,1.345097029,0.59327643,1.333895229,0.051538235,0,0,60.31515291,57.27910374,28.95715313,6.359856094,24.99814369,31.35799979,3.7,2.7,13.8,0,1,0,0,0,0,0_0,1_0_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,3,12/3/2013,LC,643890,4906996,2.2,17.5,,,S,13.2,6.9,10.1,87.1,12.20564559,0.9,6.2,0.9,6,0.483816296,0.47400623,0.5273832,0.4563,0.4496,0.4788,0.560630865,0.510367419,0.726411473,1.855363518,6.310122306,3.369020837,0.271601446,0.563536882,1.508805729,1.508805729,,,0.524516215,0.260124779,0.039020667,0.011476667,0,0,10.50942988,9.000624151,5.00253052,2.343944057,3.162955303,5.506899361,2,1.6,6.1,0,0,0,0,0,0,0_0,0_0_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,4,4/28/2014,LC,643779,4906994,11.6,54,,,S,32.3,19.8,26,563.7,0.746865543,1.9,18,2.9,34,0.401515118,0.37587805,0.549178387,0.4078,0.3889,0.4945,0.453495729,0.460143988,0.445599785,89.39638855,331.1866802,78.80253954,53.55964837,194.4498049,7.962523095,7.962523095,,,147.3008712,43.07815235,47.14893379,10.48149603,0,0,676.5550452,668.5925221,279.3373525,255.9719764,141.2457162,397.2176926,9.4,9.9,38.6,0.016938376,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,5,4/29/2014,LC,643899,4906875,7.2,32.6,,,S,16.1,15.6,15.9,197.4,1.092690553,0.3,10,1.8,14,0.445146731,0.445115488,0.453380986,0.4524,0.4548,0.4387,0.430061605,0.476457125,0.332456323,20.07636849,112.9736893,39.74614371,13.41396627,55.17277901,21.45692877,21.45692877,,,51.46192453,13.41396627,3.710854481,0,0,0,223.0937319,201.6368031,77.96577408,90.04367406,55.08428375,145.1279578,6.3,5.8,25,0.027545937,1,0,0,0,0,0_0,1_0_0_0,S,EH,261,Rural,"Very """"branchy"""" tree."
Rural,Tsuga canadensis,HE,6,4/29/2014,LC,643859,4907016,10.6,48.9,,,I,20,22,21,347.1,0.50410891,1.7,14,1.9,14.2,0.369428659,0.356595328,0.433720502,0.3791,0.3651,0.453,0.477543187,0.479808919,0.459107672,59.9146757,232.1393933,68.7141809,35.00967262,115.7690782,14.99302668,14.99302668,,,75.70398327,29.902077,40.06509491,5.107595617,2.489402372,0,460.3152488,445.3222221,174.6817641,168.2611798,117.3723049,285.6334847,8.1,6.8,37.8,0,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,7,4/30/2014,LC,643872,4907012,6.8,44.5,,,I,22.3,16.2,19.2,298.3,1.29431328,0.3,10,1.3,14,0.439306186,0.431693874,0.47920193,0.4075,0.4109,0.3903,0.463416036,0.480357673,0.420568544,22.03860721,119.2643269,30.91149761,11.08349202,41.52857207,9.680924968,9.680924968,,,36.88932302,10.24374664,4.639249049,0.839745377,0,0,203.5959231,193.9149982,66.90436066,62.29298905,74.39857344,136.6915625,6,5.6,22.2,0,1,0,0,0,0,0_0,1_0_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,8,10/13/2014,LC,643777,4906999,24.4,71.5,,,D,40.1,38.4,39.2,1210.5,0.155284998,2.6,18,4,30.7,0.346139341,0.319367642,0.493711432,0.2512,0.2217,0.3883,0.461148879,0.476403709,0.410232339,512.2191521,1825.106419,244.7438116,267.9508834,913.9821249,9.877438465,9.001212731,,,587.1828628,204.158818,326.7992621,63.79206546,51.69738302,0.876225734,3580.833401,3570.955962,961.8380578,1244.384056,1374.611287,2618.995343,19.8,20.4,71.6,0.187993837,1,1,1,0,1,1_0,1_1_1_0,S,EH,261,Rural,Largest branch causes noticable flare in taper.
Rural,Tsuga canadensis,HE,9,6/8/2015,LC,643895,4906884,29.9,75.1,,,D,46.3,44.4,45.3,1616,0.192918117,6.2,22,5.7,32.8,0.394316066,0.357787003,0.654405914,0.2528,0.2035,0.5355,0.439005491,0.416657067,0.548787607,826.274069,2794.296704,491.3058717,296.8340651,800.7455695,13.16564684,12.71871824,,,598.3781526,258.6359151,202.367417,38.19814995,4.776167791,0.4469286,4736.092222,4722.926575,1924.414122,1115.968378,1695.709722,2811.6781,24.9,24.5,103.4,0.241205375,1,1,1,0,1,1_0,1_1_1_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,10,6/9/2015,LC,643913,4906920,25.9,81.4,,,D,45.3,38.4,41.8,1384.9,0.175674863,2.2,10,4,43.2,0.447454301,0.428233208,0.58225723,0.4104,0.3873,0.5863,0.487370514,0.469801954,0.607413169,528.2792032,2525.856762,367.4055222,310.014388,899.3793947,52.09205629,45.76218311,,,682.2451764,282.6442254,217.1342183,27.37016261,38.75458218,6.329873187,4354.376387,4302.284331,857.4907599,1306.570294,2190.315333,3496.885627,22.9,20,82.7,0,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,11,6/15/2015,LC,643301,4907568,32.3,88,,,D,49.9,49.1,49.5,1924.5,0.055275382,3.5,14,5.5,27.8,0.40040733,0.376775416,0.605790294,0.4102,0.3875,0.5867,0.428532249,0.419736144,0.478657576,889.6534701,4032.849301,525.635589,763.6863736,2213.448737,69.29276023,58.65183186,,,1896.664769,717.6214215,316.7839679,46.06495205,76.58521215,10.64092837,8045.515854,7976.223094,1648.095043,3133.654011,3263.7668,6397.420811,27.9,27.9,101.6,0.015403865,1,1,1,0,1,1_0,1_1_1_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,12,6/17/2015,LC,643286,4907579,28.9,87.7,,,C,31.9,28.7,30.3,723.1,0.225925609,4.6,26,4.2,32.2,0.438787916,0.424383254,0.551075339,0.3843,0.3688,0.4972,0.399368571,0.381094311,0.502040618,592.1958221,3379.34055,499.6518848,304.0037701,1187.72738,28.74277654,26.42533801,,,616.9162073,237.4106612,570.8111724,66.59310895,17.88743087,2.317438523,5509.897729,5481.154953,2399.705886,1540.678796,1569.513048,3110.191844,22.1,21.8,90.5,0.044934634,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,13,9/9/2015,LC,643877,4907011,14.6,66.9,,,C,30.3,29.9,30.1,711.6,0.689513941,2.1,30,2.3,45,0.426257059,0.420145706,0.460609323,0.3945,0.405,0.3515,0.4901883,0.510258936,0.436500592,137.0762978,667.8681493,144.202681,65.0921044,201.8787087,27.05123925,26.76278969,,,87.92514023,42.14013377,113.9535685,22.95197063,1.534443567,0.288449557,1100.500943,1073.449704,614.1962893,295.8449455,190.4597083,486.3046538,9.2,8.7,48.5,0,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,14,10/5/2015,LC,643803,4906983,21.1,67.2,,,C,40,38.4,39.2,1207.4,0.220782077,4.3,14,4.2,39.4,0.438961816,0.42424998,0.537899926,0.4092,0.4043,0.4407,0.435042923,0.438411755,0.44745219,431.4549326,2104.400047,255.9968051,177.9352574,923.6790485,8.611299332,6.900594285,,,496.8233878,163.0003527,426.8556607,14.93490471,212.0103345,1.710705046,3858.090919,3849.47962,798.8236283,1323.946645,1735.320646,3059.267291,19.4,19.5,66.2,0,1,1,1,0,1,1_0,1_1_1_0,S,EH,261,Rural,Quickly tapers at the top due to dead top.  Density model will not fit nicely due to C-shaped disks.
Rural,Tsuga canadensis,HE,15,10/6/2015,LC,643800,4907018,17.7,85,,,C,27.7,28.5,28.1,620.3,0.419952083,,30,2.5,41.4,0.417643559,0.394795368,0.545303808,0.424,0.4151,0.4655,0.441398375,0.458275992,0.396581007,328.656478,1277.778851,283.9270725,107.5086993,302.6186305,27.54419595,24.98392137,,,222.676295,94.25912761,79.94233545,13.24957173,15.35201292,2.560274575,2059.458868,2031.914672,1070.902766,455.5838133,532.9722886,988.5561018,13.5,12.8,62.1,0.035559672,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Rural,Tsuga canadensis,HE,16,10/7/2015,LC,643843,4907014,15.5,76,,,C,38.6,23.9,31.2,809.4,0.627231169,0.7,18,3.7,28.5,0.446171375,0.432022073,0.538707293,0.3962,0.3813,0.4893,0.547905773,0.576967781,0.473213551,221.5525181,1014.155899,150.1519043,115.3011409,426.6838938,26.8253053,24.42226311,,,308.4412206,93.23745728,118.2426732,22.06368358,7.834242511,2.403042185,1812.352999,1785.527694,541.3749848,579.0476246,691.93039,1270.978015,13.7,12.9,53.6,0,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Harvard,Tsuga canadensis,HEH,1,8/21/2017,HF,,,13.6,80.2,,,D,25.5,24.2,24.9,485.3,0.992965283,,26,5.3,30.5,0.386869734,0.393633665,0.34625012,0.3837,0.3947,0.3146,0.469757343,0.454905668,0.507508791,102.1878176,709.9891803,105.150259,91.34168777,231.9044851,22.74710019,19.7785741,,,199.0985943,84.33511065,32.80589077,7.006577116,17.47570579,2.968526086,1175.645977,1152.898877,490.148178,366.437505,319.0602938,685.4977987,10.3,9.8,37.1,0,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Harvard,Tsuga canadensis,HEH,57,8/21/2017,HF,,,15.8,80.2,1,8,C,18.2,23.7,21,350.7,1.033280569,2.8,38,2.5,51,0.429413293,0.431795192,0.421904927,0.3753,0.3752,0.376,0.453882934,0.432943052,0.549499654,223.6828544,1069.532125,175.6724317,82.55864664,184.9018583,3.7236302,3.602809693,,,150.1800086,75.82241567,34.72184965,6.736230976,12.61646062,0.120820507,1577.015575,1573.291945,988.1654044,283.9214162,304.9287546,588.8501709,10.8,9.7,47.7,0,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Harvard,Tsuga canadensis,HEH,123,8/21/2017,HF,,,9.1,57.9,1,1,I,17.6,20.5,19,286.7,0.879852311,0.2,22,1.4,36.2,0.398580014,0.4002656,0.398676145,0.3964,0.3966,0.3951,0.475691493,0.443132762,0.617581426,41.75451369,259.2173087,47.91953457,26.42587179,69.02962547,4.197548077,3.589670759,,,44.47158483,23.1967287,24.55804064,3.229143091,1.991036363,0.607877318,402.6159041,398.418356,198.5504571,102.251959,101.813488,204.065447,7,7.4,26.3,0,1,1,0,0,0,0_0,1_1_0_0,S,EH,261,Rural,
Harvard,Tsuga canadensis,HEH,244,8/20/2017,HF,,,7.1,53.3,1,1,S,16.3,18.1,17.2,233,1.727597496,0.9,10,1.2,27.4,0.387938032,0.386683875,0.429251237,0.4071,0.418,0.3562,0.51126837,0.508350495,0.522578342,28.25928017,165.0810985,32.14617718,17.50842679,42.47667316,11.44369506,11.21964756,,,28.93675673,13.74236371,13.53991644,3.766063082,1.011788582,0.224047505,265.7809622,254.3372672,72.26810455,72.6646311,120.8482266,193.5128577,6.3,5.9,27.2,0,1,0,0,0,0,0_0,1_0_0_0,S,EH,261,Rural,
Harvard,Tsuga canadensis,HEH,245,8/19/2017,HF,,,3.2,28.3,2,1,S,11.9,10.5,11.2,98.9,4.606337308,0.4,10,0.8,14.4,0.484982482,0.506751221,0.40616157,0.4537,0.4822,0.357,,,,3.459648375,16.77907586,5.610015672,0.572493957,5.376566441,0.642421803,0.642421803,,,1.116645549,0.572493957,4.259920891,0,0,0,26.83020643,26.18778463,12.35471626,6.5914822,7.884007974,14.47549017,2.3,1.9,8.9,0,0,0,0,0,0,0_0,0_0_0_0,S,EH,261,Rural,
Urban,Gleditsia triacanthos,HL,1,7/22/2019,EL,705059,4732427,22.7,51.8,2,4,O,50.3,51.3,50.8,2027,0.019772615,13.4,8.5,14.8,11.4,0.678393284,0.713122843,0.54084096,0.6318,0.6567,0.4655,0.666836526,0.665533547,0.669998865,261.8083236,1935.877182,470.6521249,960.7257613,4274.460466,71.25084034,66.21627249,0.521165982,0.215118512,3863.505451,908.3977468,410.9550151,52.32801451,379.8389004,4.819449335,7884.482639,7813.231799,946.363002,5686.797134,1251.322504,6938.119637,22.8,25.4,72.6,0,1,1,1,1,1,1_1,1_1_1_1,H,HL,552,Urban,
Urban,Gleditsia triacanthos,HL,2,7/29/2019,EL,704622,4732301,18.4,40.7,1,3,O,43.9,40.1,42,1388.3,0.022537944,9.7,6.3,12.1,7.9,0.640333503,0.658612233,0.649368033,0.6272,0.6378,0.557,0.699458092,0.690834331,0.775684761,122.7453724,898.4679381,270.59936,424.4239862,1822.644709,77.54595299,75.36751497,1.072094792,0.674142708,1822.644709,424.4239862,0,0,44.4738812,1.504295311,3391.373935,3313.827982,446.813352,2370.160625,574.3999585,2944.560583,15.1,15.1,49.6,0,1,1,1,1,1,1_1,1_1_1_1,H,HL,552,Urban,
Urban,Gleditsia triacanthos,HL,3,8/5/2019,EL,704850,4732521,18,41.6,1,7,O,45.2,34.4,39.8,1267,0.027640264,14.7,7.8,14.7,7.8,0.664919183,0.658405865,0.570146863,0.6341,0.6198,0.7696,0.677197698,0.646214775,0.888051555,122.6053018,892.1403304,264.6780495,492.0100367,1969.497112,101.3310132,97.18236714,3.52352,0.726968,1944.10648,484.0377936,25.39063164,7.972243137,86.14644768,3.421678084,3667.253762,3565.922749,501.1046164,2652.50813,513.6410158,3166.149145,18.1,18.1,45.2,0,1,1,1,1,1,1_1,1_1_1_1,H,HL,552,Urban,
