project,scientific.name,spp,tree,tree.no,spp1,dbh.in,azimuth,dist.ft,ht.ft
Kellogg Forest Pilot,Ulmus americana,AE,1,1,AE,1.6,,,14.5
Kellogg Forest Pilot,Ulmus americana,AE,1,2,BC,9,8,8,80.4
Kellogg Forest Pilot,Ulmus americana,AE,1,3,BC,12.5,44.2,15,
Kellogg Forest Pilot,Ulmus americana,AE,1,4,BC,15.3,55.3,11.4,
Kellogg Forest Pilot,Ulmus americana,AE,1,5,BC,13.3,154.1,14.1,91.1
Kellogg Forest Pilot,Ulmus americana,AE,1,6,BC,7.6,172.9,23.8,
Kellogg Forest Pilot,Ulmus americana,AE,1,7,SM,4.6,188,14.9,
Kellogg Forest Pilot,Ulmus americana,AE,1,8,AE,4.6,286.8,0.5,41
Kellogg Forest Pilot,Ulmus americana,AE,1,9,AE,12.3,288.5,1.4,77
Kellogg Forest Pilot,Ulmus americana,AE,1,10,JL,9.2,320.3,22.2,
Kellogg Forest Pilot,Ulmus americana,AE,2,1,AE,4.6,,,41
Kellogg Forest Pilot,Ulmus americana,AE,2,2,BC,9,12.6,7.8,80.4
Kellogg Forest Pilot,Ulmus americana,AE,2,3,BC,12.5,45.9,15.1,
Kellogg Forest Pilot,Ulmus americana,AE,2,4,BC,15.3,55.3,11.4,93.6
Kellogg Forest Pilot,Ulmus americana,AE,2,5,BC,13.3,152.3,14.3,91.1
Kellogg Forest Pilot,Ulmus americana,AE,2,6,BC,7.6,172.1,23.7,
Kellogg Forest Pilot,Ulmus americana,AE,2,7,SM,4.6,184.9,14.8,
Kellogg Forest Pilot,Ulmus americana,AE,2,8,AE,12.3,289.4,0.5,77
Kellogg Forest Pilot,Ulmus americana,AE,2,9,JL,15.3,301.3,23.9,
Kellogg Forest Pilot,Ulmus americana,AE,2,10,JL,9.2,322.2,21.6,
Kellogg Forest Pilot,Ulmus americana,AE,3,1,AE,6.5,,,63.9
Kellogg Forest Pilot,Ulmus americana,AE,3,2,BC,4.9,0.5,23,33.2
Kellogg Forest Pilot,Ulmus americana,AE,3,3,JL,12.7,9.7,20.2,
Kellogg Forest Pilot,Ulmus americana,AE,3,4,BC,10.5,65.8,18,
Kellogg Forest Pilot,Ulmus americana,AE,3,5,SM,8.2,79.4,3.4,
Kellogg Forest Pilot,Ulmus americana,AE,3,6,SM,14.3,84,5,77.2
Kellogg Forest Pilot,Ulmus americana,AE,3,7,SF,5.5,92.3,15.5,
Kellogg Forest Pilot,Ulmus americana,AE,3,8,BC,10.8,112.3,13.9,
Kellogg Forest Pilot,Ulmus americana,AE,3,9,BC,9.5,129.3,15,74.6
Kellogg Forest Pilot,Ulmus americana,AE,3,10,BC,8.5,154.8,14.8,
Kellogg Forest Pilot,Ulmus americana,AE,3,11,WP,8.2,210.7,13.7,
Kellogg Forest Pilot,Ulmus americana,AE,3,12,WA,4.5,228.4,10.5,31.9
Kellogg Forest Pilot,Ulmus americana,AE,3,13,BC,14.4,234.9,15.9,
Kellogg Forest Pilot,Ulmus americana,AE,3,14,JL,12.9,325.1,15.8,
Kellogg Forest Pilot,Ulmus americana,AE,3,15,JL,10.8,347.1,22.8,78.8
Kellogg Forest Pilot,Ulmus americana,AE,4,1,AE,10.1,,,81.6
Kellogg Forest Pilot,Ulmus americana,AE,4,2,JL,9.4,314,15.3,56.6
Kellogg Forest Pilot,Ulmus americana,AE,4,3,SM,5.4,69,17.7,
Kellogg Forest Pilot,Ulmus americana,AE,4,4,JL,13.3,88.1,20.2,
Kellogg Forest Pilot,Ulmus americana,AE,4,5,SM,5.8,90.9,16.1,44.5
Kellogg Forest Pilot,Ulmus americana,AE,4,6,SM,4.1,93.9,16.5,
Kellogg Forest Pilot,Ulmus americana,AE,4,7,SM,9.1,142,7.1,67.2
Kellogg Forest Pilot,Ulmus americana,AE,4,8,SM,7,226.8,16.9,
Kellogg Forest Pilot,Ulmus americana,AE,4,9,JL,14.2,229.5,23,
Kellogg Forest Pilot,Ulmus americana,AE,4,10,SM,8.2,286.8,22.9,
Kellogg Forest Pilot,Ulmus americana,AE,4,11,AE,16,294,1.8,73.3
Kellogg Forest Pilot,Ulmus americana,AE,5,1,AE,12.1,,,77
Kellogg Forest Pilot,Ulmus americana,AE,5,2,BC,9,16.2,8.2,80.4
Kellogg Forest Pilot,Ulmus americana,AE,5,3,BC,12.5,48.1,15.9,
Kellogg Forest Pilot,Ulmus americana,AE,5,4,BC,15.3,58.3,12.4,93.6
Kellogg Forest Pilot,Ulmus americana,AE,5,5,BC,13.3,147.8,14,91.1
Kellogg Forest Pilot,Ulmus americana,AE,5,6,BC,7.6,169.8,23.4,
Kellogg Forest Pilot,Ulmus americana,AE,5,7,SM,4.6,181.9,14.6,
Kellogg Forest Pilot,Ulmus americana,AE,5,8,JL,15.3,301.4,23.3,96.7
Kellogg Forest Pilot,Ulmus americana,AE,5,9,JL,9.2,322.5,21.1,
Kellogg Forest Pilot,Ulmus americana,AE,5,10,AE,4.6,97.8,0.5,41
Kellogg Forest Pilot,Ulmus americana,AE,6,1,AE,15.6,,,85.6
Kellogg Forest Pilot,Ulmus americana,AE,6,2,JL,9.4,316,12.5,56.6
Kellogg Forest Pilot,Ulmus americana,AE,6,3,SM,5.4,72,18.9,
Kellogg Forest Pilot,Ulmus americana,AE,6,4,JL,13.5,88.1,22,
Kellogg Forest Pilot,Ulmus americana,AE,6,5,SM,5.8,94.1,18.1,44.5
Kellogg Forest Pilot,Ulmus americana,AE,6,6,SM,4.1,94.3,18.4,
Kellogg Forest Pilot,Ulmus americana,AE,6,7,AE,10.7,97.1,1.6,
Kellogg Forest Pilot,Ulmus americana,AE,6,8,SM,9.1,132.9,8.6,67.2
Kellogg Forest Pilot,Ulmus americana,AE,6,9,SM,7,222.5,15.7,
Kellogg Forest Pilot,Ulmus americana,AE,6,10,JL,14.2,226.9,22.1,
Kellogg Forest Pilot,Ulmus americana,AE,6,11,SM,8.2,286.1,20.7,72.3
Asher Drain,Ulmus americana,AE,8,1,AE,9.6,,,53.9
Asher Drain,Ulmus americana,AE,8,2,HB,17.78,41.9,18.5,16.3
Asher Drain,Ulmus americana,AE,8,3,AE,22.098,47.5,17.5,65.6
Asher Drain,Ulmus americana,AE,8,4,AE,8.89,12.9,16,71.3
Asher Drain,Ulmus americana,AE,8,5,AE,7.366,19,15.5,73.9
Asher Drain,Ulmus americana,AE,8,6,AE,26.416,57.2,16.5,77.4
Asher Drain,Ulmus americana,AE,8,7,SM,16.51,37.5,2.5,80.1
Asher Drain,Ulmus americana,AE,8,8,AE,5.842,14.6,1,147.8
Asher Drain,Ulmus americana,AE,8,9,AE,10.922,23.1,9,164.2
Asher Drain,Ulmus americana,AE,8,10,AE,15.494,33.5,9.5,183.3
Asher Drain,Ulmus americana,AE,8,11,HB,12.7,19.4,17,194.5
Asher Drain,Ulmus americana,AE,8,12,WN,57.15,84.9,18,223.6
Rural,Prunus serotina,BC,1,1,BC,28,,,106.3
Rural,Prunus serotina,BC,1,2,RM,12.3,3.4,25.9,94.8
Rural,Prunus serotina,BC,1,3,RM,4.2,157,6.5,
Rural,Prunus serotina,BC,1,4,WO,27,203.6,19.3,
Rural,Prunus serotina,BC,1,5,RM,6.3,240.8,8.2,48
Rural,Prunus serotina,BC,1,6,RM,3.5,300.4,8.4,
Rural,Prunus serotina,BC,2,1,BC,26.5,,,108
Rural,Prunus serotina,BC,2,2,RM,10.3,0.4,21.6,82.1
Rural,Prunus serotina,BC,2,3,RM,6.9,0.4,19.9,
Rural,Prunus serotina,BC,2,4,RM,7,72.6,18.2,
Rural,Prunus serotina,BC,2,5,RM,10.6,73,25.2,68.9
Rural,Prunus serotina,BC,2,6,AE,12.6,126.9,19,
Rural,Prunus serotina,BC,2,7,HB,5.7,190.4,12.6,
Rural,Prunus serotina,BC,2,8,RM,17.5,251.6,7.1,74.2
Rural,Prunus serotina,BC,3,1,BC,9.9,,,49.2
Rural,Prunus serotina,BC,3,2,BC,14,129.1,17.2,64.9
Rural,Prunus serotina,BC,3,3,BC,4.7,226.5,20.2,
Rural,Prunus serotina,BC,3,4,BC,5,225.8,21,
Rural,Prunus serotina,BC,3,5,BC,7,249.2,24.9,21.2
Rural,Prunus serotina,BC,3,6,BC,6.5,255.3,24.8,
Rural,Prunus serotina,BC,4,1,BC,14,,,64.9
Rural,Prunus serotina,BC,4,2,TA,10.3,107.7,21.6,62.2
Rural,Prunus serotina,BC,4,3,TA,9,85.4,24.2,
Rural,Prunus serotina,BC,4,4,BC,4.2,167,14.6,
Rural,Prunus serotina,BC,4,5,BC,9.9,307.6,16.8,49.2
Rural,Prunus serotina,BC,5,1,BC,20.5,,,97
Rural,Prunus serotina,BC,5,2,BO,17.5,2.1,15.6,108.9
Rural,Prunus serotina,BC,5,3,AB,4.8,47.7,16.5,
Rural,Prunus serotina,BC,5,4,AB,5.2,108,18.7,
Rural,Prunus serotina,BC,5,5,RM,6.1,127.8,15.8,53.5
Rural,Prunus serotina,BC,5,6,BO,9.4,148.5,17.7,
Rural,Prunus serotina,BC,5,7,BO,21.1,203.8,17.3,104.3
Rural,Prunus serotina,BC,5,8,RM,6.7,304.8,13.3,
Rural,Prunus serotina,BC,6,1,BC,4.3,,,29
Rural,Prunus serotina,BC,6,2,TA,7.5,2.4,17.7,
Rural,Prunus serotina,BC,6,3,TA,6.7,8.8,13.2,
Rural,Prunus serotina,BC,6,4,TA,16.4,7.7,18.3,69.6
Rural,Prunus serotina,BC,6,5,TA,5.6,12.7,11.1,
Rural,Prunus serotina,BC,6,6,TA,5.3,25.9,15.7,
Rural,Prunus serotina,BC,6,7,TA,7.7,85.5,22.5,
Rural,Prunus serotina,BC,6,8,TA,4.6,247.4,5.8,
Rural,Prunus serotina,BC,6,9,RP,8.5,341.2,6.4,30
Rural,Prunus serotina,BC,7,1,BC,9.6,,,78.9
Rural,Prunus serotina,BC,7,2,BC,15.7,348.5,16.1,88.2
Rural,Prunus serotina,BC,7,3,AE,9.1,27.4,21.4,
Rural,Prunus serotina,BC,7,4,SM,5.2,75,10.8,
Rural,Prunus serotina,BC,7,5,AE,10.6,169.4,20.2,74
Rural,Prunus serotina,BC,7,6,AE,38.2,175.4,17.8,
Rural,Prunus serotina,BC,7,7,SM,4.8,205.8,16,
Rural,Prunus serotina,BC,7,8,SM,7.3,324.1,3.4,61.1
Rural,Prunus serotina,BC,7,9,AE,5.3,318.2,14.7,
Rural,Prunus serotina,BC,7,10,BC,11.4,17.6,344,
Rural,Prunus serotina,BC,7,11,BC,14,,,
Rural,Prunus serotina,BC,9,1,BC,22.7,,,87.2
Rural,Prunus serotina,BC,9,2,RM,5.6,60.1,10,
Rural,Prunus serotina,BC,9,3,RM,4.4,102.9,19,48.2
Rural,Prunus serotina,BC,9,4,RM,6.1,107,20.5,
Rural,Prunus serotina,BC,9,5,BC,20.1,125.1,21.3,47.8
Rural,Prunus serotina,BC,9,6,RM,7.9,146.2,19.4,
Rural,Prunus serotina,BC,9,7,WO,4.9,146.9,11.4,
Rural,Prunus serotina,BC,9,8,AE,4,173.7,17.7,43.3
Rural,Prunus serotina,BC,9,9,WO,4.9,226.4,16.9,
Rural,Prunus serotina,BC,9,10,WO,4.4,229.7,16.4,
Rural,Prunus serotina,BC,9,11,BC,18.4,279,13.1,90.5
Rural,Prunus serotina,BC,9,12,AE,5,345.3,14.7,
Rural,Prunus serotina,BC,9,13,AE,5.2,343.1,16,35.7
Rural,Prunus serotina,BC,10,1,BC,15.7,,,92.3
Rural,Prunus serotina,BC,10,2,RM,7.7,346.7,21.2,
Rural,Prunus serotina,BC,10,3,BC,18.3,348.1,24.1,
Rural,Prunus serotina,BC,10,4,RM,5.8,9.8,24.8,43.3
Rural,Prunus serotina,BC,10,5,RM,4.5,30.5,18.2,
Rural,Prunus serotina,BC,10,6,BC,5.5,63.9,12.2,
Rural,Prunus serotina,BC,10,7,BC,5.4,69.8,13,41.3
Rural,Prunus serotina,BC,10,8,AE,5.3,69.8,17.2,
Rural,Prunus serotina,BC,10,9,RM,7,130.7,22.8,
Rural,Prunus serotina,BC,10,10,RM,9.4,155.7,1.7,53.3
Rural,Prunus serotina,BC,10,11,RM,4.2,187.2,15.6,
Rural,Prunus serotina,BC,10,12,RM,6.6,267.2,22,
Rural,Prunus serotina,BC,10,13,RM,4.4,270.3,23.5,46
Rural,Fagus grandifolia,BE,1,1,AB,19.7,,,100.9
Rural,Fagus grandifolia,BE,1,2,AB,9,105.4,21.2,70.2
Rural,Fagus grandifolia,BE,1,3,AB,18.7,143.9,22.1,105.4
Rural,Fagus grandifolia,BE,1,4,SM,16.6,231.8,23.2,
Rural,Fagus grandifolia,BE,1,5,SM,4,259,22.3,32.6
Rural,Fagus grandifolia,BE,2,1,AB,24.6,,,115.5
Rural,Fagus grandifolia,BE,2,2,SM,9.4,302.2,23.8,81.2
Rural,Fagus grandifolia,BE,3,1,AB,16.5,,,86.3
Rural,Fagus grandifolia,BE,3,2,SM,15.6,347.2,19.6,82.5
Rural,Fagus grandifolia,BE,3,3,SM,9.9,36.8,7.3,63.3
Rural,Fagus grandifolia,BE,3,4,SM,10.6,61.2,18.8,
Rural,Fagus grandifolia,BE,3,5,SM,9.6,181.8,16.5,
Rural,Fagus grandifolia,BE,4,1,AB,11.3,,,73.1
Rural,Fagus grandifolia,BE,5,1,AB,7.4,,,40.1
Rural,Fagus grandifolia,BE,5,2,AB,10.7,355.1,8.6,69.4
Rural,Fagus grandifolia,BE,5,3,SM,6.6,120.5,19.8,
Rural,Fagus grandifolia,BE,5,4,SM,12.5,183.9,21.8,
Rural,Fagus grandifolia,BE,6,1,AB,2.2,,,17.4
Rural,Fagus grandifolia,BE,6,2,AB,15.5,347.3,17.4,82.9
Rural,Fagus grandifolia,BE,6,3,AB,9.5,51.4,17.5,
Rural,Fagus grandifolia,BE,6,4,SM,4.2,347.3,22.9,
Rural,Fagus grandifolia,BE,6,5,SM,6.3,117.9,21.9,41.9
Rural,Fagus grandifolia,BE,6,6,AB,15.2,128.6,17.5,
Rural,Fagus grandifolia,BE,6,7,SM,9.2,230.6,17.5,70
Rural,Fagus grandifolia,BE,6,8,SM,7.5,280.6,17.8,
Rural,Fagus grandifolia,BE,7,1,AB,31.3,,,112.6
Rural,Fagus grandifolia,BE,7,2,SM,13.3,346.7,20.9,85.7
Rural,Fagus grandifolia,BE,7,3,AB,24.6,59.7,21.4,
Rural,Fagus grandifolia,BE,7,4,SM,5.2,76.8,20,53.2
Rural,Fagus grandifolia,BE,7,5,SM,5.3,266.8,11,
Rural,Fagus grandifolia,BE,8,1,AB,13.7,,,86.4
Rural,Fagus grandifolia,BE,8,2,AB,16.3,22.5,18.2,85.4
Rural,Fagus grandifolia,BE,8,3,SM,16.3,94.1,20.8,
Rural,Fagus grandifolia,BE,8,4,SM,10,274.8,16.4,
Rural,Fagus grandifolia,BE,9,1,AB,28,,,113.2
Rural,Fagus grandifolia,BE,9,2,AB,28.8,0.7,21.3,98.9
Rural,Fagus grandifolia,BE,9,3,SM,7.8,147.5,20.4,
Rural,Fagus grandifolia,BE,9,4,SM,5.3,267.3,23.9,
Rural,Fagus grandifolia,BE,10,1,AB,17.3,,,85.9
Rural,Fagus grandifolia,BE,10,2,SM,9,28.6,17.9,83.5
Rural,Fagus grandifolia,BE,10,3,SM,6.9,154.6,19.8,
Rural,Fagus grandifolia,BE,10,4,SM,5.4,184.7,18.4,
Rural,Fagus grandifolia,BE,11,1,AB,26,,,98.4
Rural,Fagus grandifolia,BE,11,2,AB,28.1,34,10.1,99.7
Rural,Fagus grandifolia,BE,11,3,SM,8.3,156.6,19.9,
Rural,Fagus grandifolia,BE,12,1,AB,29.2,,,122.4
Rural,Fagus grandifolia,BE,12,2,AB,5.2,335.6,20.5,43.1
Rural,Fagus grandifolia,BE,12,3,AB,7.6,73.7,22.3,
Rural,Fagus grandifolia,BE,12,4,SM,5.5,287.4,18.8,
Rural,Fagus grandifolia,BE,13,1,AB,21.2,,,86.1
Rural,Fagus grandifolia,BE,13,2,AB,4.2,356.8,18.8,41.3
Rural,Fagus grandifolia,BE,13,3,SM,4.6,52.4,12.9,
Rural,Fagus grandifolia,BE,13,4,SM,4.8,52.4,12.9,
Rural,Fagus grandifolia,BE,13,5,SM,5.1,168.8,13.3,
Rural,Fagus grandifolia,BE,13,6,AB,24.7,179.1,15.8,109.5
Rural,Fagus grandifolia,BE,13,7,SM,8.7,311.8,23.6,52.4
Rural,Fagus grandifolia,BE,13,8,SM,4.7,311.8,7.3,
Rural,Fagus grandifolia,BE,14,1,AB,9.9,,,66.4
Rural,Fagus grandifolia,BE,14,2,SM,6.4,323.8,13.7,
Rural,Fagus grandifolia,BE,14,3,SM,7.3,69.3,19.4,
Rural,Fagus grandifolia,BE,14,4,SM,4.4,115.1,22.9,44.8
Rural,Fagus grandifolia,BE,14,5,SM,13.4,143.9,23.2,101.5
Rural,Fagus grandifolia,BE,14,6,AB,25.1,188.1,12.8,105.6
Rural,Fagus grandifolia,BE,14,7,SM,6.8,221.4,16.5,
Rural,Fagus grandifolia,BE,14,8,SM,16.9,267.8,21.1,
Rural,Fagus grandifolia,BE,15,1,AB,5.8,,,45.9
Rural,Fagus grandifolia,BE,15,2,SM,15.9,273.6,5,102.6
Rural,Fagus grandifolia,BE,15,3,SM,12.8,272.3,23.4,
Rural,Fagus grandifolia,BE,16,1,AB,3.7,,,28.4
Rural,Fagus grandifolia,BE,16,2,SM,12.7,124.6,21.2,
Rural,Fagus grandifolia,BE,16,3,AB,20.7,258.6,22.4,
Rural,Fagus grandifolia,BE,16,4,AB,4.5,258.8,20.7,
Rural,Fagus grandifolia,BE,16,5,SM,14.7,230.8,9.7,91.8
Rural,Fagus grandifolia,BE,16,6,AB,20.7,313.7,23.5,116.9
Rural,Abies balsamea,BF,1,1,BF,8.5,,,49.3
Rural,Abies balsamea,BF,1,2,TA,4.6,,,42.4
Rural,Abies balsamea,BF,1,3,BF,5.5,,,37.4
Rural,Abies balsamea,BF,1,4,BF,8.5,,,33.4
Rural,Abies balsamea,BF,1,5,PB,6.1,,,35.4
Rural,Abies balsamea,BF,1,6,PB,6.5,,,41.4
Rural,Abies balsamea,BF,1,7,BF,5.1,,,33.4
Rural,Abies balsamea,BF,1,8,BF,5.7,,,34.9
Rural,Abies balsamea,BF,1,9,RM,23.6,,,64.4
Rural,Abies balsamea,BF,1,10,BF,5.2,,,30.9
Rural,Abies balsamea,BF,1,11,RM,6,,,59.5
Rural,Abies balsamea,BF,1,12,RM,11,,,59.5
Rural,Abies balsamea,BF,1,13,RM,6.8,,,59.5
Rural,Abies balsamea,BF,1,14,BF,5.6,,,33.4
Rural,Abies balsamea,BF,1,15,BF,5,,,36.4
Rural,Abies balsamea,BF,1,16,RM,7,,,51.4
Rural,Abies balsamea,BF,1,17,RM,5.5,,,52.4
Rural,Abies balsamea,BF,1,18,RM,7.2,,,52.4
Rural,Abies balsamea,BF,1,19,RM,10.6,,,52.4
Rural,Abies balsamea,BF,1,20,PB,9.7,,,51.9
Rural,Abies balsamea,BF,1,21,TA,14.4,,,58.4
Rural,Abies balsamea,BF,1,22,PB,9.2,,,43.9
Rural,Abies balsamea,BF,2,1,BF,11.2,,,66.3
Rural,Abies balsamea,BF,2,2,BF,5.7,,,27.4
Rural,Abies balsamea,BF,2,3,WA,10.3,,,71.2
Rural,Abies balsamea,BF,2,4,BF,4.7,,,29.9
Rural,Abies balsamea,BF,2,5,BF,13.8,,,75.2
Rural,Abies balsamea,BF,2,6,BF,6.8,,,50.3
Rural,Abies balsamea,BF,2,7,BF,10.2,,,58.5
Rural,Abies balsamea,BF,2,8,BF,12.7,,,59.2
Rural,Abies balsamea,BF,2,9,WA,6.9,,,66.9
Rural,Abies balsamea,BF,2,10,BF,10.8,,,39.6
Rural,Abies balsamea,BF,2,11,PB,6.5,,,30.8
Rural,Abies balsamea,BF,2,12,PB,11.8,,,47.4
Rural,Abies balsamea,BF,2,13,PB,8.5,,,61.4
Rural,Abies balsamea,BF,2,14,PB,9.5,,,61.2
Rural,Abies balsamea,BF,2,15,WA,7,,,49.9
Rural,Abies balsamea,BF,3,1,BF,5.8,,,40
Rural,Abies balsamea,BF,3,2,PB,9.4,,,52.5
Rural,Abies balsamea,BF,3,3,PB,6.1,,,22.3
Rural,Abies balsamea,BF,3,4,BF,5.4,,,27.9
Rural,Abies balsamea,BF,3,5,TA,4.6,,,45.7
Rural,Abies balsamea,BF,3,6,BF,8.6,,,34.7
Rural,Abies balsamea,BF,3,7,PB,6.4,,,48.6
Rural,Abies balsamea,BF,3,8,BF,4.9,,,35.1
Rural,Abies balsamea,BF,3,9,RM,11.2,,,54.8
Rural,Abies balsamea,BF,3,10,RM,12.9,,,62.6
Rural,Abies balsamea,BF,3,11,BF,5.2,,,35.6
Rural,Abies balsamea,BF,3,12,WA,7.9,,,55.3
Rural,Abies balsamea,BF,3,13,RM,23.8,,,64.7
Rural,Abies balsamea,BF,3,14,PB,9.6,,,72
Rural,Abies balsamea,BF,3,15,RM,6.7,,,42.1
Rural,Abies balsamea,BF,4,1,BF,10.2,,,58.5
Rural,Abies balsamea,BF,4,2,BF,11.2,,,66.3
Rural,Abies balsamea,BF,4,3,WA,10.3,,,71.2
Rural,Abies balsamea,BF,4,4,BF,4.7,,,29.9
Rural,Abies balsamea,BF,4,5,BF,13.8,,,75.2
Rural,Abies balsamea,BF,4,6,BF,6.8,,,50.3
Rural,Abies balsamea,BF,4,7,BF,12.7,,,59.2
Rural,Abies balsamea,BF,4,8,WA,7,,,49.9
Rural,Abies balsamea,BF,4,9,BF,6.7,,,47.6
Rural,Abies balsamea,BF,4,10,PB,7.4,,,54.6
Rural,Abies balsamea,BF,4,11,RM,7,,,54.3
Rural,Abies balsamea,BF,4,12,TA,6.4,,,56.7
Rural,Abies balsamea,BF,6,1,WA,4.7,37,20,37.2
Rural,Abies balsamea,BF,6,2,PB,5.8,37,21.6,
Rural,Abies balsamea,BF,6,3,BF,6.7,190,16.1,
Rural,Abies balsamea,BF,6,4,BF,6.4,191,21.4,33.1
Rural,Abies balsamea,BF,6,5,PB,5.9,192,21.4,
Rural,Abies balsamea,BF,6,6,BF,4.9,243,11.7,
Rural,Abies balsamea,BF,6,7,BF,5.7,260,19.8,35.8
Rural,Abies balsamea,BF,6,8,BF,8.1,262,10,
Rural,Abies balsamea,BF,6,9,BF,15.8,271,22.8,
Rural,Abies balsamea,BF,6,10,WS,16.1,300,16.1,61.2
Rural,Abies balsamea,BF,6,11,BF,4.8,342,23.6,
Rural,Abies balsamea,BF,7,1,BF,11.2,358,17.9,36.7
Rural,Abies balsamea,BF,7,2,BF,12.1,17,17.5,
Rural,Abies balsamea,BF,7,3,WA,7.9,49,17.3,
Rural,Abies balsamea,BF,7,4,BF,10.5,112,22.2,55.1
Rural,Abies balsamea,BF,7,5,WA,6.9,141,11.5,
Rural,Abies balsamea,BF,7,6,BF,10.7,180,22.2,
Rural,Abies balsamea,BF,7,7,BF,10.3,189,14.9,70.1
Rural,Abies balsamea,BF,7,8,BF,8.5,235,16.5,
Rural,Abies balsamea,BF,7,9,BF,8.9,280,6.8,
Rural,Abies balsamea,BF,7,10,TA,12,290,10.8,69.7
Rural,Abies balsamea,BF,7,11,BF,8.6,289,23.6,
Rural,Abies balsamea,BF,7,12,BF,11.5,302,14.7,
Rural,Abies balsamea,BF,8,1,BF,7.2,,,41.6
Rural,Abies balsamea,BF,8,2,BF,7,21,14.6666666666667,54.7
Rural,Abies balsamea,BF,8,3,WA,5.6,32,21.3333333333333,
Rural,Abies balsamea,BF,8,4,RM,4.6,41,9.66666666666667,
Rural,Abies balsamea,BF,8,5,BF,6.4,53,16.1666666666667,53.3
Rural,Abies balsamea,BF,8,6,PB,5.7,63,22.8333333333333,
Rural,Abies balsamea,BF,8,7,BF,5.4,64,12.3333333333333,
Rural,Abies balsamea,BF,8,8,BF,5.6,119,15,51.3
Rural,Abies balsamea,BF,8,9,BF,9.9,143,20.4166666666667,
Rural,Abies balsamea,BF,8,10,BF,8.1,144,8.58333333333333,
Rural,Abies balsamea,BF,8,11,WA,8.5,211,15.25,61.6
Rural,Abies balsamea,BF,8,12,RM,6.3,220,15.6666666666667,
Rural,Abies balsamea,BF,8,13,WA,6.4,223,12.9166666666667,
Rural,Abies balsamea,BF,8,14,BF,9.7,303,15.6666666666667,43.5
Rural,Abies balsamea,BF,8,15,WA,7.6,333,10.75,
Rural,Abies balsamea,BF,8,16,RM,4.1,343,15.8333333333333,
Rural,Abies balsamea,BF,9,1,BF,8.4,,,53.8
Rural,Abies balsamea,BF,9,2,WA,15.7,24,21.5,75
Rural,Abies balsamea,BF,9,3,WA,5.1,20,21.8,
Rural,Abies balsamea,BF,9,4,BF,5,180,11.8,
Rural,Abies balsamea,BF,9,5,RM,5.3,180,22,44
Rural,Abies balsamea,BF,9,6,RM,8.4,180,22,
Rural,Abies balsamea,BF,9,7,RM,7.9,180,22,
Rural,Abies balsamea,BF,9,8,RM,8.5,180,22,54
Rural,Abies balsamea,BF,9,9,RM,6.7,180,22,
Rural,Abies balsamea,BF,9,10,WA,13.2,270,14.7,
Rural,Abies balsamea,BF,9,11,RM,6.7,301,17.3,43
Rural,Abies balsamea,BF,9,12,RM,8,293,21.2,
Rural,Abies balsamea,BF,9,13,RM,7.4,293,21.2,
Rural,Abies balsamea,BF,9,14,WA,5.1,358,15.5,43
Rural,Abies balsamea,BF,10,1,BF,6.4,,,51.6
Rural,Abies balsamea,BF,10,2,WA,12,44,24,62
Rural,Abies balsamea,BF,10,3,BT,12.6,108,15.8,
Rural,Abies balsamea,BF,10,4,BF,5.8,129,8.8,
Rural,Abies balsamea,BF,10,5,BF,4,152,21,35.5
Rural,Abies balsamea,BF,10,6,BF,6.5,165.5,13.2,
Rural,Abies balsamea,BF,10,7,WC,13.3,166,22.3,
Rural,Abies balsamea,BF,10,8,BF,8.5,186,2.4,67
Rural,Abies balsamea,BF,10,9,BF,5,187,5.9,
Rural,Abies balsamea,BF,10,10,WS,12.2,196,22.7,
Rural,Abies balsamea,BF,10,11,BF,6,200,9.1,44.5
Rural,Abies balsamea,BF,10,12,PB,6.4,230,18.8,
Rural,Abies balsamea,BF,10,13,PB,4.1,231,18.8,
Rural,Abies balsamea,BF,10,14,BF,8.2,246,14.8,42.3
Rural,Abies balsamea,BF,10,15,BF,7,333,17.9,
Rural,Abies balsamea,BF,11,1,BF,4.5,,,30.7
Rural,Abies balsamea,BF,11,2,BF,10.3,27,18.8,57.8
Rural,Abies balsamea,BF,11,3,BF,4,41,23.6,
Rural,Abies balsamea,BF,11,4,BF,6.9,95,17.9,
Rural,Abies balsamea,BF,11,5,PB,5.7,129,20.5,39.8
Rural,Abies balsamea,BF,11,6,RM,5.6,177,4.4,
Rural,Abies balsamea,BF,11,7,BF,5.5,195,17,
Rural,Abies balsamea,BF,11,8,BT,10.1,290,15.7,65.8
Rural,Abies balsamea,BF,11,9,WA,8,293.5,9.6,
Rural,Abies balsamea,BF,11,10,RM,6.3,343.5,17.1,
Rural,Abies balsamea,BF,12,1,BF,4.5,,,30.7
Rural,Abies balsamea,BF,12,2,SM,5.6,0,16.6,
Rural,Abies balsamea,BF,12,3,RM,8.6,2,18.6,
Rural,Abies balsamea,BF,12,4,BF,4.4,50,1.5,
Rural,Abies balsamea,BF,12,5,SM,4.3,51,3,
Rural,Abies balsamea,BF,12,6,BF,5.2,49,22.8,
Rural,Abies balsamea,BF,12,7,SM,6,158,15.8,
Rural,Abies balsamea,BF,12,8,WA,,206,20.9,
Rural,Abies balsamea,BF,13,1,BF,2.5,,,16.9
Rural,Abies balsamea,BF,13,2,PB,5.4,7,13.8333333333333,48.1
Rural,Abies balsamea,BF,13,3,BP,5.1,56,11.3333333333333,
