project,scientific.name,spp,tree,tree.no,spp1,dbh.in,azimuth,dist.ft,ht.ft
Rural,Larix spp.,OL,2,3,LZ,12.9,189.1,24.1,
Rural,Larix spp.,OL,3,1,OL,4.3,,,28.1
Rural,Larix spp.,OL,3,2,LZ,11.1,5.7,8.5,64.4
Rural,Larix spp.,OL,3,3,LZ,8.9,8.5,17.5,
Rural,Larix spp.,OL,3,4,LZ,11.2,22.9,24.3,
Rural,Larix spp.,OL,3,5,LZ,8.7,33.3,18,57.5
Rural,Larix spp.,OL,3,6,LZ,9.8,60,11.3,
Rural,Larix spp.,OL,3,7,LZ,9.7,109.5,8.3,
Rural,Larix spp.,OL,3,8,LZ,5.5,188.3,8.6,35.9
Rural,Larix spp.,OL,3,9,LZ,11.3,186.9,24.6,
Rural,Larix spp.,OL,3,10,LZ,10.8,224.8,23.3,
Rural,Larix spp.,OL,3,11,LZ,13.2,240.9,18.1,65.7
Rural,Larix spp.,OL,3,12,LZ,15.9,261.1,13.9,
Rural,Larix spp.,OL,3,13,LZ,8.7,290.4,16.6,
Rural,Larix spp.,OL,3,14,LZ,7.6,312,22.7,59.5
Rural,Larix spp.,OL,4,1,OL,5.7,,,45.8
Rural,Larix spp.,OL,4,2,LZ,10.5,39,17.2,55.8
Rural,Larix spp.,OL,4,3,LZ,13,99.6,10.2,
Rural,Larix spp.,OL,4,4,LZ,8.2,156.5,18.9,
Rural,Larix spp.,OL,4,5,LZ,9.6,183,8.5,58.3
Rural,Larix spp.,OL,5,1,OL,15.1,,,64.3
Rural,Larix spp.,OL,5,4,OL,15.1,,,
Rural,Larix spp.,OL,5,5,OL,14.2,357.2,7.3,71.3
Rural,Larix spp.,OL,5,6,OL,12,18.1,23.5,
Rural,Larix spp.,OL,5,7,OL,14.8,17.2,66.6,
Rural,Larix spp.,OL,5,8,OL,7.9,92.2,7.6,
Rural,Larix spp.,OL,5,9,OL,12.3,134.9,17.9,73
Rural,Larix spp.,OL,5,10,OL,13.2,166.6,18.3,
Rural,Larix spp.,OL,5,11,OL,8.9,190.4,16.8,46
Urban,Acer rubrum,RM,1,1,RM,8.3,,,21.1
Rural,Acer rubrum,RM,1,1,RM,11.9,,,91.2
Urban,Acer rubrum,RM,1,2,SM,20.4,81.1,35.3,37.6
Rural,Acer rubrum,RM,1,2,RM,11.6,,,
Rural,Acer rubrum,RM,1,3,RM,15.7,,,
Rural,Acer rubrum,RM,1,4,RM,11.6,,,79.2
Rural,Acer rubrum,RM,1,5,RM,6.9,,,
Rural,Acer rubrum,RM,1,6,RM,11.6,,,
Rural,Acer rubrum,RM,1,7,RM,7.9,,,81.3
Rural,Acer rubrum,RM,1,8,RM,11.5,,,
Rural,Acer rubrum,RM,1,9,RM,9.4,,,
Rural,Acer rubrum,RM,1,10,RM,12,,,
Rural,Acer rubrum,RM,1,11,RM,6.4,,,
Rural,Acer rubrum,RM,1,12,RM,6.2,,,62.7
Urban,Acer rubrum,RM,2,1,RM,14.1,,,25.7
Rural,Acer rubrum,RM,2,1,RM,7.9,,,81.3
Urban,Acer rubrum,RM,2,2,RM,22.3,31.5,78,
Rural,Acer rubrum,RM,2,2,RM,11.9,,,91.2
Rural,Acer rubrum,RM,2,3,RM,15.7,,,
Rural,Acer rubrum,RM,2,4,RM,11.6,,,
Rural,Acer rubrum,RM,2,5,RM,6.9,,,
Rural,Acer rubrum,RM,2,6,RM,11.6,,,79.2
Rural,Acer rubrum,RM,2,7,RM,11.6,,,
Rural,Acer rubrum,RM,2,8,BC,10.2,,,81.2
Rural,Acer rubrum,RM,2,9,RM,9.6,,,75.2
Rural,Acer rubrum,RM,2,10,RM,8.4,,,
Rural,Acer rubrum,RM,2,11,RM,9.4,,,
Rural,Acer rubrum,RM,2,12,RM,11.5,,,
Rural,Acer rubrum,RM,2,13,RM,12,,,
Rural,Acer rubrum,RM,3,1,RM,20.7,,,90.5
Rural,Acer rubrum,RM,3,2,RM,7.9,,,
Rural,Acer rubrum,RM,3,3,SE,17.3,,,70.2
Rural,Acer rubrum,RM,3,4,WC,6.2,,,
Rural,Acer rubrum,RM,3,5,BA,8.4,,,
Rural,Acer rubrum,RM,3,6,RM,4.1,,,45.6
Rural,Acer rubrum,RM,3,7,RM,5.6,,,
Rural,Acer rubrum,RM,3,8,RM,10.8,,,
Rural,Acer rubrum,RM,3,9,SE,7.9,,,
Rural,Acer rubrum,RM,3,10,RM,8.3,,,
Rural,Acer rubrum,RM,3,11,RM,7.3,,,
Rural,Acer rubrum,RM,4,1,RM,4,,,44.6
Rural,Acer rubrum,RM,4,2,RM,11.4,,,88.1
Rural,Acer rubrum,RM,4,3,RM,6,,,67.9
Rural,Acer rubrum,RM,4,4,RM,5.2,,,
Rural,Acer rubrum,RM,4,5,RM,9.4,,,88.8
Rural,Acer rubrum,RM,4,6,BC,13.5,,,
Rural,Acer rubrum,RM,4,7,RM,5.4,,,
Rural,Acer rubrum,RM,4,8,RM,6,,,
Rural,Acer rubrum,RM,4,9,RM,14.4,,,
Rural,Acer rubrum,RM,4,10,BC,10.1,,,81.2
Rural,Acer rubrum,RM,4,11,RM,4.5,,,
Rural,Acer rubrum,RM,4,12,RO,21.6,,,102.5
Rural,Acer rubrum,RM,5,1,RM,13.6,,,58.6
Rural,Acer rubrum,RM,5,2,RP,16.2,,,81
Rural,Acer rubrum,RM,5,3,RP,14.7,,,
Rural,Acer rubrum,RM,5,4,RP,11.2,,,
Rural,Acer rubrum,RM,5,5,PH,4,,,34.8
Rural,Acer rubrum,RM,6,1,RM,12.3,,,90.4
Rural,Acer rubrum,RM,6,2,RM,15.8,,,96
Rural,Acer rubrum,RM,6,3,RM,9.5,,,83.1
Rural,Acer rubrum,RM,6,4,RM,9.9,,,91.7
Rural,Acer rubrum,RM,6,5,RM,4.9,,,44.4
Rural,Acer rubrum,RM,6,6,RM,11.4,,,11.4
Rural,Acer rubrum,RM,6,7,RP,11.7,,,
Rural,Acer rubrum,RM,6,8,RP,13.7,,,
Rural,Acer rubrum,RM,6,9,RM,12.2,,,91.7
Rural,Acer rubrum,RM,7,1,RM,2,,,20.6
Rural,Acer rubrum,RM,7,2,RP,15,,,90.3
Rural,Acer rubrum,RM,7,3,RP,13.7,,,
Rural,Acer rubrum,RM,7,4,RM,7.1,,,
Rural,Acer rubrum,RM,7,5,RP,11.7,,,
Rural,Acer rubrum,RM,7,6,RM,11.4,,,82.8
Rural,Acer rubrum,RM,7,7,RM,4.9,,,44.4
Rural,Acer rubrum,RM,7,8,RM,9.5,,,83.1
Rural,Acer rubrum,RM,8,1,RM,2,,,19.4
Rural,Acer rubrum,RM,8,2,RP,15,,,90.3
Rural,Acer rubrum,RM,8,3,RP,13.4,,,
Rural,Acer rubrum,RM,8,4,RM,4.2,,,
Rural,Acer rubrum,RM,8,5,RM,6.4,,,48.5
Rural,Acer rubrum,RM,8,6,RP,14.3,,,
Rural,Acer rubrum,RM,8,7,PH,5.2,,,
Rural,Acer rubrum,RM,9,1,RM,12.2,,,89.9
Rural,Acer rubrum,RM,9,2,RM,12.3,,,90.4
Rural,Acer rubrum,RM,9,3,SF,11.1,,,72.8
Rural,Acer rubrum,RM,9,4,RM,5.7,,,64.2
Rural,Acer rubrum,RM,9,5,RM,5.9,,,
Rural,Acer rubrum,RM,9,6,SF,11.7,,,
Rural,Acer rubrum,RM,10,1,RM,9.5,,,83.1
Rural,Acer rubrum,RM,10,2,RM,12.3,,,90.4
Rural,Acer rubrum,RM,10,3,RM,15.8,,,96
Rural,Acer rubrum,RM,10,4,RM,9.9,,,91.7
Rural,Acer rubrum,RM,10,5,RM,4.9,,,44.4
Rural,Acer rubrum,RM,10,6,RM,11.4,,,82.8
Rural,Acer rubrum,RM,10,7,RM,11.3,,,81.5
Rural,Acer rubrum,RM,11,1,RM,15.8,,,96
Rural,Acer rubrum,RM,11,2,RM,12.3,,,90.4
Rural,Acer rubrum,RM,11,3,RM,9.5,,,83.1
Rural,Acer rubrum,RM,11,4,RM,9.9,,,91.7
Rural,Acer rubrum,RM,11,5,RM,4.9,,,44.4
Rural,Acer rubrum,RM,11,6,RM,11.4,,,82.8
Rural,Acer rubrum,RM,11,7,RM,11.3,,,81.5
Rural,Acer rubrum,RM,12,1,RM,11.4,,,82.8
Rural,Acer rubrum,RM,12,1,RM,12.3,,,90.4
Rural,Acer rubrum,RM,12,3,RM,9.5,,,83.1
Rural,Acer rubrum,RM,12,4,RM,9.9,,,91.7
Rural,Acer rubrum,RM,12,5,RM,4.9,,,44.4
Rural,Acer rubrum,RM,12,6,RP,11.7,,,
Rural,Acer rubrum,RM,12,7,RM,7.1,,,
Rural,Acer rubrum,RM,12,8,RP,13.7,,,
Rural,Acer rubrum,RM,12,9,RP,15,,,90.3
Rural,Acer rubrum,RM,13,1,RM,4.9,,,44.4
Rural,Acer rubrum,RM,13,2,RM,11.4,,,82.8
Rural,Acer rubrum,RM,13,3,RM,12.3,,,90.4
Rural,Acer rubrum,RM,13,4,RM,9.4,,,83.1
Rural,Acer rubrum,RM,13,5,RM,15.8,,,96
Rural,Acer rubrum,RM,13,6,RM,9.9,,,91.7
Rural,Acer rubrum,RM,13,7,RP,11.7,,,
Rural,Acer rubrum,RM,13,8,RM,7.1,,,
Rural,Acer rubrum,RM,13,9,RP,13.7,,,
Rural,Acer rubrum,RM,14,1,RM,9.9,,,91.7
Rural,Acer rubrum,RM,14,2,RM,12.3,,,90.4
Rural,Acer rubrum,RM,14,3,RM,15.8,,,96
Rural,Acer rubrum,RM,14,5,RM,9.5,,,83.1
Rural,Acer rubrum,RM,14,6,RM,4.9,,,44.4
Rural,Acer rubrum,RM,14,7,RM,11.4,,,82.8
Rural,Acer rubrum,RM,14,8,RM,11.3,,,81.5
Rural,Acer rubrum,RM,14,9,RM,8.5,,,
Rural,Acer rubrum,RM,14,10,RP,14.1,,,
Rural,Acer rubrum,RM,15,1,RM,30.3,,,115.1
Rural,Acer rubrum,RM,15,2,SF,9.9,,,48
Rural,Acer rubrum,RM,15,3,SF,14.7,,,69.6
Rural,Acer rubrum,RM,16,1,RM,17,,,93.1
Rural,Acer rubrum,RM,16,2,WO,9.1,,,72
Rural,Acer rubrum,RM,16,3,SF,13.9,,,79.7
Rural,Acer rubrum,RM,17,1,RM,17.2,,,87.5
Rural,Acer rubrum,RM,17,2,SE,4.2,,,24.4
Rural,Acer rubrum,RM,17,3,RM,19.9,,,88.2
Rural,Acer rubrum,RM,18,1,RM,6.8,,,57.1
Rural,Acer rubrum,RM,18,2,YP,23.2,,,
Rural,Acer rubrum,RM,18,3,YP,19.1,,,103.7
Rural,Acer rubrum,RM,18,4,SE,6.4,,,
Rural,Acer rubrum,RM,18,5,SE,6.3,,,50.3
Rural,Acer rubrum,RM,18,6,YP,21.7,,,
Rural,Acer rubrum,RM,18,7,YP,18.3,,,
Rural,Acer rubrum,RM,18,8,RM,8.1,,,65.4
Rural,Acer rubrum,RM,18,9,YP,10.5,,,
Rural,Acer rubrum,RM,19,1,RM,14.2,,,85
Rural,Acer rubrum,RM,19,2,RM,6,,,64.3
Rural,Acer rubrum,RM,19,3,RM,11.6,,,80.7
Rural,Acer rubrum,RM,19,4,RM,6.8,,,
Rural,Acer rubrum,RM,19,5,RM,11.7,,,
Rural,Acer rubrum,RM,19,6,BC,10.1,,,93.3
Rural,Acer rubrum,RM,19,7,RM,11.4,,,84.7
Rural,Acer rubrum,RM,19,8,RM,6.1,,,56.1
Rural,Acer rubrum,RM,20,1,RM,28.4,,,96.5
Rural,Acer rubrum,RM,20,2,RM,19.1,,,99.3
Rural,Acer rubrum,RM,20,3,AB,17,,,95.7
Rural,Acer rubrum,RM,21,1,RM,19.1,,,99.3
Rural,Acer rubrum,RM,21,2,RM,28.4,,,96.5
Rural,Acer rubrum,RM,21,3,AB,17,,,95.7
Rural,Acer rubrum,RM,21,4,PH,14,,,75.4
Rural,Acer rubrum,RM,22,1,RM,25.8,,,95.1
Rural,Acer rubrum,RM,22,2,SE,6.7,,,
Rural,Acer rubrum,RM,22,3,RP,11.6,,,
Rural,Acer rubrum,RM,22,4,RP,13.2,,,82.7
Rural,Acer rubrum,RM,22,5,SE,15.6,,,50.2
Rural,Acer rubrum,RM,22,6,RP,12,,,
Rural,Acer rubrum,RM,22,7,SE,6.5,,,38.6
Rural,Acer rubrum,RM,22,8,RP,12.4,,,
Rural,Acer rubrum,RM,22,9,RP,11.9,,,
Rural,Acer rubrum,RM,22,10,RP,15.2,,,74.4
Rural,Acer rubrum,RM,22,11,RM,4.5,,,40.2
Rural,Acer rubrum,RM,23,1,RM,24.7,,,90.4
Rural,Acer rubrum,RM,23,2,RS,11.8,,,90.1
Rural,Acer rubrum,RM,24,1,RM,22,,,91
Rural,Acer rubrum,RM,24,2,RS,15.1,,,77.3
Rural,Acer rubrum,RM,24,3,PH,4.2,,,40
Rural,Acer rubrum,RM,24,4,RS,14,,,77.9
Harvard,Acer rubrum,RMH,1,1,RM,11.3,,,74.6
Harvard,Acer rubrum,RMH,1,2,EH,14.4,18.4156754471183,13.2678325315994,82.8
Harvard,Acer rubrum,RMH,1,3,EH,6.2,20.6597123966452,3.327762830415,
Harvard,Acer rubrum,RMH,1,4,EH,6.5,26.6818636479978,23.7715735089139,
Harvard,Acer rubrum,RMH,1,5,RO,10.9,63.9999999997076,12.8,70
Harvard,Acer rubrum,RMH,1,6,EH,12.1,68.6718997141137,21.5256092610019,
Harvard,Acer rubrum,RMH,1,7,EH,6.2,72.0477020062357,11.8588116812604,
Harvard,Acer rubrum,RMH,1,8,EH,21.2,159.071157051723,22.5615311075968,
Harvard,Acer rubrum,RMH,1,9,EH,10.7,176.731629645477,15.0553137662552,34.1
Harvard,Acer rubrum,RMH,1,10,WP,6,206.174252999257,5.86151274744422,45.6
Harvard,Acer rubrum,RMH,1,11,RO,14.3,215.500273226988,22.5501896339772,
Harvard,Acer rubrum,RMH,1,12,WP,12.2,267.398692178714,22.4608622062962,
Harvard,Acer rubrum,RMH,1,13,EH,5.2,275.001438123571,22.9590036685189,
Harvard,Acer rubrum,RMH,1,14,WP,14.8,329.207412875581,18.8703003673617,
Harvard,Acer rubrum,RMH,1,15,EH,12.9,349.03671810554,8.49072441378118,
Harvard,Acer rubrum,RMH,1,16,WP,6.9,352.725153015312,18.1903532356979,70.3
Harvard,Acer rubrum,RMH,1,17,EH,10.1,359.644470956573,23.96444810607,
Harvard,Acer rubrum,RMH,105,1,RM,3.18897,,0,36.1
Harvard,Acer rubrum,RMH,105,2,ZZ,7.0866,16.2735498517386,21.7261296401894,
Harvard,Acer rubrum,RMH,105,3,EH,9.48817,56.4347387897768,20.9173700497683,57.9
Harvard,Acer rubrum,RMH,105,4,EH,7.91337,57.6279640088355,19.6055402577076,
Harvard,Acer rubrum,RMH,105,5,EH,7.16534,68.7547266448956,19.0308147099689,
Harvard,Acer rubrum,RMH,105,6,ZZ,4.76377,81.5153703468872,9.11229511346606,
Harvard,Acer rubrum,RMH,105,7,RO,9.17321,81.8345206368889,10.5832814900959,
Harvard,Acer rubrum,RMH,105,8,RO,12.55903,107.252169679608,22.6788022272117,
Harvard,Acer rubrum,RMH,105,9,EH,6.73227,126.374209294926,22.6952049977788,
Harvard,Acer rubrum,RMH,105,10,EH,3.937,129.178813360018,8.79898207935177,32.2
Harvard,Acer rubrum,RMH,105,11,RO,10.35431,150.773085302056,11.6635003827728,
Harvard,Acer rubrum,RMH,105,12,RO,9.80313,152.386407021243,3.00939691421629,77.8
Harvard,Acer rubrum,RMH,105,13,EH,7.44093,163.155515228853,21.8794169162673,31.5
Harvard,Acer rubrum,RMH,105,14,EH,3.62204,181.53818381122,20.8379247966465,
Harvard,Acer rubrum,RMH,105,15,EH,17.44091,182.022884106867,15.919985168267,
Harvard,Acer rubrum,RMH,105,16,EH,1.5748,218.423976622148,15.7270081298163,
Harvard,Acer rubrum,RMH,105,17,EH,6.53542,235.542803790118,17.0677720508774,53.1
Harvard,Acer rubrum,RMH,105,18,RM,6.53542,237.313610379206,22.064448190005,
Harvard,Acer rubrum,RMH,105,19,EH,1.14173,237.606930697681,22.0425266288489,
Harvard,Acer rubrum,RMH,105,20,EH,1.9685,246.725973869915,19.9767023787374,
Harvard,Acer rubrum,RMH,105,21,RO,12.91336,265.320515924558,16.4900566361168,73.6
Harvard,Acer rubrum,RMH,105,22,RO,5.9055,269.586600507726,21.1697648346396,52
Harvard,Acer rubrum,RMH,105,23,RO,7.71652,272.182801091715,22.7503485474599,
Harvard,Acer rubrum,RMH,105,24,RO,9.64565,280.661860846852,13.7329598162194,66.4
Harvard,Acer rubrum,RMH,105,25,WP,5.47243,282.175290897638,5.54902665506983,
Harvard,Acer rubrum,RMH,105,26,RM,1.81102,295.705219704761,22.0405672744016,28
Harvard,Acer rubrum,RMH,105,27,EH,7.16534,323.826747413658,13.5409124424778,
Harvard,Acer rubrum,RMH,105,28,EH,6.92912,326.485187016192,13.2590765982325,43.9
Harvard,Acer rubrum,RMH,105,29,BB,4.3307,336.59664968187,14.0037465124536,
Harvard,Acer rubrum,RMH,105,30,RO,9.80313,346.043977483412,9.76838294872391,76.9
Harvard,Acer rubrum,RMH,105,31,RO,8.14959,357.974404642523,22.3242068144335,63
Harvard,Acer rubrum,RMH,126,1,RM,8.70077,,0,75.9
Harvard,Acer rubrum,RMH,126,2,RM,5.07873,1.63464599556103,16.5498825722159,47.1
Harvard,Acer rubrum,RMH,126,3,EH,13.34643,37.9648100715106,19.2476375028703,
Harvard,Acer rubrum,RMH,126,4,EH,7.28345,40.3527535083123,22.2610632307996,
Harvard,Acer rubrum,RMH,126,5,EH,17.63776,87.0547246543293,20.9817798632013,
Harvard,Acer rubrum,RMH,126,6,EH,4.25196,124.726604022215,17.9498490055908,
Harvard,Acer rubrum,RMH,126,7,RM,6.96849,133.244391341133,4.98561207931322,56.4
Harvard,Acer rubrum,RMH,126,8,EH,9.33069,180.426280477367,15.9156279083804,
Harvard,Acer rubrum,RMH,126,9,EH,3.5433,208.073347497332,22.3541730099942,34.9
Harvard,Acer rubrum,RMH,126,10,EH,13.3858,214.54254856536,7.96823925705994,
Harvard,Acer rubrum,RMH,126,11,EH,1.45669,215.545098778932,18.6330273364939,
Harvard,Acer rubrum,RMH,126,12,EH,11.88974,225.554863722241,9.26032934443767,79.9
Harvard,Acer rubrum,RMH,126,13,EH,3.1496,291.87202218681,18.8919160113769,
Harvard,Acer rubrum,RMH,126,14,EH,21.22043,308.283795436751,7.92018116045386,
Harvard,Acer rubrum,RMH,126,15,EH,14.9606,334.585341121237,15.0977024565825,
Harvard,Acer rubrum,RMH,126,16,EH,1.85039,340.310910069782,16.6824657013952,
Harvard,Acer rubrum,RMH,133,1,RM,5.07873,,0,47.1
Harvard,Acer rubrum,RMH,133,2,EH,5.62991,15.4818612150231,8.90375926640672,
Harvard,Acer rubrum,RMH,133,3,RO,20.39366,24.4033103406135,19.4335520685814,
Harvard,Acer rubrum,RMH,133,4,ZZ,6.77164,49.4861208479941,19.0760592878347,
Harvard,Acer rubrum,RMH,133,5,EH,4.64566,65.4838482583938,18.8068109475405,42.4
Harvard,Acer rubrum,RMH,133,6,EH,7.28345,88.2687335381326,13.9481175769266,
Harvard,Acer rubrum,RMH,133,7,EH,13.34643,96.8641067852716,11.4506816570866,
Harvard,Acer rubrum,RMH,133,8,RM,6.96849,171.004382584819,20.2073934824652,56.4
Harvard,Acer rubrum,RMH,133,9,RM,8.70077,181.634645995561,16.5498825722159,
Harvard,Acer rubrum,RMH,133,10,EH,13.3858,192.186755228413,23.6393481589335,
Harvard,Acer rubrum,RMH,133,11,EH,21.22043,209.892536405198,13.421750667181,
Harvard,Acer rubrum,RMH,133,12,EH,3.1496,242.168274384901,20.3592521409043,
Harvard,Acer rubrum,RMH,133,13,EH,14.9606,247.309607597052,7.5346915820728,
Harvard,Acer rubrum,RMH,133,14,EH,1.85039,262.186782969847,6.14978411748114,
Harvard,Acer rubrum,RMH,133,15,ZZ,7.40156,314.0545446573,17.4112332812255,55.6
Harvard,Acer rubrum,RMH,133,16,EH,3.38582,344.39299032852,13.0233215304223,
Harvard,Acer rubrum,RMH,133,17,EH,5.07873,346.849490374909,12.9818305493279,
Harvard,Acer rubrum,RMH,133,18,EH,2.51968,349.792475324289,22.3120965854943,
Harvard,Acer rubrum,RMH,133,19,EH,4.40944,350.004180866366,7.84458774785137,
Harvard,Acer rubrum,RMH,133,20,ZZ,1.02362,352.610039364365,15.9572101215435,
Harvard,Acer rubrum,RMH,133,21,ZZ,5.5118,353.737277648074,8.85140822526877,22.5
Harvard,Acer rubrum,RMH,133,22,BB,3.18897,355.960010692604,16.6826425386828,
Harvard,Acer rubrum,RMH,181,1,RM,4.2,,,59.7
Harvard,Acer rubrum,RMH,181,2,WP,18.7,152,12.5,89.7
Harvard,Acer rubrum,RMH,181,3,EH,4.5,173,11,
Harvard,Acer rubrum,RMH,181,4,EH,4.9,183,19,
Harvard,Acer rubrum,RMH,181,5,EH,6.5,183,19.6,58.7
Harvard,Acer rubrum,RMH,181,6,EH,4.4,200,20,
Harvard,Acer rubrum,RMH,181,7,EH,9.9,205,18,
Harvard,Acer rubrum,RMH,181,8,EH,8.6,206,18,69.3
Harvard,Acer rubrum,RMH,181,9,EH,6,210,20,
Harvard,Acer rubrum,RMH,181,10,EH,8,212,23,
Harvard,Acer rubrum,RMH,181,11,EH,12.1,253,6.9,
Harvard,Acer rubrum,RMH,181,12,EH,5.4,84,15.2,
Harvard,Acer rubrum,RMH,181,13,EH,7.12597,7.27725423329664,13.0975009755147,42.8
Harvard,Acer rubrum,RMH,181,14,RO,11.88974,13.2998893490086,13.0863044144543,
Harvard,Acer rubrum,RMH,181,15,EH,4.56692,86.095579276628,16.6558816546133,35
Harvard,Acer rubrum,RMH,181,16,EH,7.32282,88.9146440238616,16.2205931673173,
Harvard,Acer rubrum,RMH,181,17,EH,11.4173,257.876382973661,9.33099360345896,50.8
Harvard,Acer rubrum,RMH,181,18,EH,6.96849,283.89410606505,17.6072789491403,
Harvard,Acer rubrum,RMH,181,19,EH,6.73227,297.813282134213,18.1033285789293,
Harvard,Acer rubrum,RMH,181,20,RO,12.55903,320.246977072508,19.7453358091783,
Harvard,Acer rubrum,RMH,181,21,EH,11.29919,357.974914030426,18.5290627199791,
Harvard,Acer rubrum,RMH,181,22,EH,7.51967,359.699487782042,17.536224975243,
Rural,Quercus rubra,RO,1,1,RO,17.4,,,82.2
Rural,Quercus rubra,RO,1,2,WO,21.5,341.2,19.9,85.1
Rural,Quercus rubra,RO,1,3,BC,5.5,70.6,5.5,
Rural,Quercus rubra,RO,1,4,SF,6,174.3,14.9,50
Rural,Quercus rubra,RO,1,5,RM,11,239.2,22.1,
Rural,Quercus rubra,RO,1,6,RM,4.3,321.2,15.8,
Rural,Quercus rubra,RO,1,7,WO,,99.1,,
Rural,Quercus rubra,RO,2,1,RO,1.9,,,16.1
Rural,Quercus rubra,RO,2,2,RO,5.3,52.3,17.8,
Rural,Quercus rubra,RO,2,3,RO,11.7,78.7,20.2,
Rural,Quercus rubra,RO,2,4,BC,21,111.5,11.6,94.8
Rural,Quercus rubra,RO,2,5,RO,5.2,126.6,17.9,
Rural,Quercus rubra,RO,2,6,PH,16.4,205.8,16.2,
Rural,Quercus rubra,RO,2,7,BC,15.8,232.1,4.8,
Rural,Quercus rubra,RO,2,8,BC,13.8,324.3,5.4,78.9
Rural,Quercus rubra,RO,3,1,RO,4.6,,,59.6
Rural,Quercus rubra,RO,3,2,HZ,15.6,340.7,22.7,78.9
Rural,Quercus rubra,RO,3,3,RO,8.6,83.4,16.6,
Rural,Quercus rubra,RO,3,4,BC,15.5,124,15.3,75.8
Rural,Quercus rubra,RO,3,5,RO,12.3,183.4,21.4,
Rural,Quercus rubra,RO,4,1,RO,10.5,,,80.8
Rural,Quercus rubra,RO,4,2,BO,10,14.5,22.5,
Rural,Quercus rubra,RO,4,3,BO,18,33.5,14.7,90.6
Rural,Quercus rubra,RO,4,4,BO,11.5,168.3,17.3,
Rural,Quercus rubra,RO,4,5,BO,5.4,196.1,9.1,
Rural,Quercus rubra,RO,4,6,BC,13.9,230.3,23.4,
Rural,Quercus rubra,RO,4,7,RO,8.1,337.1,14.9,
Rural,Quercus rubra,RO,4,8,RO,12.7,353.8,17.6,90.7
Rural,Quercus rubra,RO,5,1,RO,12.3,,,80.5
Rural,Quercus rubra,RO,5,2,RO,4.6,350.7,21.5,43.8
Rural,Quercus rubra,RO,5,3,BC,15.4,51.3,18.8,
Rural,Quercus rubra,RO,5,4,EZ,4.9,94.6,21.9,
Rural,Quercus rubra,RO,5,5,BC,5.5,161.2,20.3,
Rural,Quercus rubra,RO,5,6,RO,18,213.7,20.5,85.7
Rural,Quercus rubra,RO,5,7,RO,6.7,214.8,8.9,75.7
Rural,Quercus rubra,RO,5,8,RO,5.6,228,9.6,
Rural,Quercus rubra,RO,5,9,RM,6.1,269.9,17.9,
Rural,Quercus rubra,RO,6,1,RO,5.6,,,75.7
Rural,Quercus rubra,RO,6,2,RO,12.2,65.4,9.7,80.5
Rural,Quercus rubra,RO,6,3,BC,5.4,138.7,22.4,
Rural,Quercus rubra,RO,6,4,RO,6.7,146.2,3.9,
Rural,Quercus rubra,RO,6,5,BO,9.8,155.6,23.1,
Rural,Quercus rubra,RO,6,6,BC,9.3,182.6,18,
Rural,Quercus rubra,RO,6,7,RO,18,194.5,12.9,85.7
Rural,Quercus rubra,RO,6,8,RM,6.2,292.7,23.6,
Rural,Quercus rubra,RO,6,9,RO,6.4,299.7,12,73.7
Rural,Quercus rubra,RO,7,1,WO,21.5,,,82.5
Rural,Quercus rubra,RO,7,2,BO,13,203.6,19.9,75.6
Rural,Quercus rubra,RO,7,3,EZ,12.4,219.3,21.3,
Rural,Quercus rubra,RO,7,4,RC,10.4,303.5,19.2,
Rural,Quercus rubra,RO,7,5,BO,6.3,340.3,21,51.3
Rural,Quercus rubra,RO,7,6,BO,4,99,20,
Rural,Quercus rubra,RO,8,1,RO,8.5,,,64.3
Rural,Quercus rubra,RO,8,2,RO,8.9,328.7,14,52.8
Rural,Quercus rubra,RO,8,3,RO,6,35,16.3,
Rural,Quercus rubra,RO,8,4,RO,13.1,46.2,14.5,
Rural,Quercus rubra,RO,8,5,SE,6.9,104.6,15.8,44.9
Rural,Quercus rubra,RO,8,6,RO,13.3,188.6,24.4,
Rural,Quercus rubra,RO,8,7,BC,15.6,275.8,11.4,
Rural,Quercus rubra,RO,9,1,RO,25,,,85.8
Rural,Quercus rubra,RO,9,2,RM,6.2,353.5,18.5,40.5
Rural,Quercus rubra,RO,9,3,RM,6.9,48.9,24.1,
Rural,Quercus rubra,RO,9,4,RM,4.7,50,14.9,
Rural,Quercus rubra,RO,9,5,RO,15.3,226.5,13.6,61.7
Rural,Quercus rubra,RO,9,6,RM,6.7,244.6,8,
Rural,Quercus rubra,RO,9,7,RM,4.9,285.4,7.3,
Rural,Quercus rubra,RO,9,8,RM,5.1,313.4,24.1,53.4
Rural,Quercus rubra,RO,10,1,RO,15.7,,,82.7
Rural,Quercus rubra,RO,10,2,JP,8.5,83,21.1,
Rural,Quercus rubra,RO,10,3,BO,12.6,324.5,7.9,68.4
Rural,Quercus rubra,RO,10,4,BO,17.5,191.4,10.2,95
Rural,Quercus rubra,RO,10,5,BC,5.5,252.5,20.4,
Rural,Quercus rubra,RO,11,1,RO,27.8,,,76.8
Rural,Quercus rubra,RO,11,2,RM,8.9,10,19.3,62.9
Rural,Quercus rubra,RO,11,3,RM,6.3,45.8,13.2,
Rural,Quercus rubra,RO,11,4,RM,6.9,54.8,11.3,
Rural,Quercus rubra,RO,11,5,EZ,6.4,94.6,16.9,33
Rural,Quercus rubra,RO,11,6,EZ,5.1,97.3,16.2,
